电影戏剧4gtv,#genre#
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-13.m3u8
中视新闻[1080p],https://stream1.freetv.fun/zhong-shi-xin-wen-10.m3u8
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-11.m3u8
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-8.m3u8
东森亚洲卫视[1080p],https://pull-hsbj.vzan.com/v/slowlive_821481626725612419.flv
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-2.m3u8
华视新闻[1080p],https://stream1.freetv.fun/hua-shi-xin-wen-6.m3u8
民视台湾[1080p],https://stream1.freetv.fun/min-shi-tai-wan-12.m3u8
凤凰中文[576p],http://iptv.4666888.xyz/iptv2A.php?id=60
无线明珠台[720p],http://php.jdshipin.com:8880/smt.php?id=pearl_twn
无线新闻台[1080p],http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线翡翠台[720p],http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB星河国语[720p],http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB华丽台[576p],http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB星河国语[720p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
翡翠台4K[2160p],https://mgev.188766.xyz/?migutoken=0bd20c649fff7825636edac477b36755&id=hk_fct4k&type=dy
香港卫视[720p],https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8
美亚电影国[720p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
无线华丽台[576p],http://php.jdshipin.com:8880/smt.php?id=Wlt
TVB功夫[720p],https://mgev.188766.xyz/?migutoken=4c7c31ef0d5885c6c2a8500362cf2553&id=hk_yzwx&type=dy
香港卫视[720p],https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8
香港卫视[720p],https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8
香港卫视[720p],https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8
靖天资讯[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
东森超视[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
纬来育乐[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
靖天资讯[720p],https://stream1.freetv.fun/jing-tian-zi-xun-3.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-2.m3u8
纬来电影[720p],https://stream1.freetv.fun/wei-lai-dian-ying-1.m3u8
香港卫视[720p],https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv
香港卫视[720p],https://stream1.freetv.fun/79e4d77e2f29a2ca7f7cabbbe2ee02d32a4f2f7fb91ae94d0fb9573c9f94b4ab.ctv
靖天映画[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天戏剧[1080p],https://stream1.freetv.fun/jing-tian-xi-ju-3.m3u8
天映经典[1080p],https://migu.188766.xyz/?migutoken=3637f4ae3861b554c9b368728cc8b391&id=Celestial2&type=dy
天映经典[720p],https://stream1.freetv.fun/tian-ying-jing-dian-5.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-2.ctv
靖天戏剧[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
天映经典[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
东森超视[720p],https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8
东森洋片[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
凤凰中文[1080p],https://mgev.188766.xyz/?migutoken=eeb9c96770f27df8caaad0bab11e8558&id=hk_fhzw&type=dy
翡翠台[1080p],https://mgev.188766.xyz/?migutoken=df1af55f63c5e4ebffc3594abaae551f&id=hk_fct&type=dy
无线新闻[1080p],https://mgev.188766.xyz/?migutoken=f762cc39c3bb91bfc1e95f3a55925901&id=hk_wxxw&type=dy
凤凰资讯[1080p],https://mgev.188766.xyz/?migutoken=d2a275de75be6fb600bd31d180aaf939&id=hk_fhzx&type=dy
凤凰香港[1080p],https://mgev.188766.xyz/?migutoken=900d2168e80f08f31c2119ee910d81f5&id=hk_fhhk&type=dy
TVB星河[720p],https://mgev.188766.xyz/?migutoken=7f604dd9a03611483f74c8ff662f7d3d&id=hk_tvbxh&type=dy
东森超视[720p],https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv
东森超视[720p],https://stream1.freetv.fun/dong-sen-chao-shi-9.m3u8
东森超视[720p],https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv
东森超视[1080p],https://stream1.freetv.fun/dong-sen-chao-shi-8.ctv
经典影剧[720p],http://lxajh.top/tv/douyu.php?id=3928
TVB+[1080p],http://api.kkitv.itv888.vip:8080/streams/48uxa7dlbga/index.m3u8
东森超视*[720p],https://stream1.freetv.fun/dong-sen-chao-shi-6.m3u8
凤凰资讯[720p],https://mgev.188766.xyz/?migutoken=0335aa16ea6372b7ea28964304c60a14&id=fhzx&pp=1
凤凰中文[720p],https://mgev.188766.xyz/?migutoken=e1d4d736d68fb87823a5e235267630cf&id=fhzw&pp=1
翡翠台4K[2160p],http://cdn6.163189.xyz/163189/fct4k
TVB[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB[720p],https://stream1.freetv.fun/tvb-j2-1.m3u8
凤凰中文[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
TVB[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
电影迷小雅[1080p],http://live.nctv.top/douyu.php?id=9639225
人间卫视[720p],http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
凤凰资讯[720p],http://43.152.143.193:80/1.v.smtcdns.net/tvlive.fengshows.cn/live/0701pin72.flv
TVB1[1080p],https://6.cdn.loc.cc/163189.php?id=tvb1
翡翠台[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线新闻[1080p],http://php.jdshipin.com/smt.php?id=inews_twn
凤凰香港频备[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
TVB+[1080p],http://hls.168.us.kg/u/82/master.m3u8
凤凰资讯[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
无线翡翠[720p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
凤凰卫视香港[1080p],http://bxtv.3a.ink/api.php?id=fhhk
TVBJ1美[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=j1
翡翠台版TVBJ1[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB星河[720p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
凤凰卫视资讯[1080p],http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
TVB星河3[720p],http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
凤凰资讯[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
TVBS精采[1080p],http://211.23.125.95:50007/li-4gtv-4gtv067/index.m3u8?proxy=true
无线翡翠[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fct2
TVBS台剧[1080p],http://211.23.125.95:50007/4gtv-live088/index.m3u8?proxy=true
无线明珠[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVBS综艺[1080p],http://211.23.125.95:50007/4gtv-live087/index.m3u8?proxy=true
1905电影网[1080p],http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5
龙华洋片[1080p],http://211.23.125.95:50007/li-litv-longturn02/index.m3u8?proxy=true
中天新闻[1080p],http://bxtv.3a.ink/api.php?id=ztxw
凤凰资讯[720p],http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
无线翡翠[1080p],http://bxtv.3a.ink/api.php?id=fct
龙华洋片[1080p],http://211.23.125.95:50007/litv-longturn02/index.m3u8?proxy=true
无线千禧[1080p],http://bxtv.3a.ink/api.php?id=qxjd
无线新闻[1080p],http://bxtv.3a.ink/api.php?id=wxxw
天映CM+[540p],http://php.jdshipin.com/TVOD/iptv.php?id=aod
TVBS精采[1080p],http://210.61.15.55:50007/4gtv-4gtv067/index.m3u8?proxy=true
TVBS精采[1080p],http://210.61.15.55:50007/li-4gtv-4gtv067/index.m3u8?proxy=true
TVBS台剧[1080p],http://210.61.15.55:50007/4gtv-live088/index.m3u8?proxy=true
TVBS综艺[1080p],http://210.61.15.55:50007/4gtv-live087/index.m3u8?proxy=true
寰宇财经[1080p],http://210.61.15.55:50007/li-4gtv-4gtv158/index.m3u8?proxy=true
大爱二[1080p],http://210.61.15.55:50007/4gtv-live106/index.m3u8?proxy=true
龙华洋片[1080p],http://210.61.15.55:50007/li-litv-longturn02/index.m3u8?proxy=true
三立综合合[1080p],http://210.61.15.55:50007/4gtv-live207/index.m3u8?proxy=true
寰宇财经[1080p],http://210.61.15.55:50007/of-4gtv-4gtv158/index.m3u8?proxy=true
影迷数位纪实[1080p],http://210.61.15.55:50007/li-litv-ftv15/index.m3u8?proxy=true
影迷数位纪实[1080p],http://210.61.15.55:50007/litv-ftv15/index.m3u8?proxy=true
戏剧免费看1[1080p],http://210.61.15.55:50007/4gtv-live010/index.m3u8?proxy=true
龙华洋片[1080p],http://m-star.direct.quickconnect.to:7531/litv-longturn02/index.m3u8?proxy=true
凤凰卫视电影[576p],http://39.107.120.164:8080/live/diyp_fhdy.flv
凤凰中文[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
TVBS精采[1080p],http://211.23.125.95:50007/4gtv-4gtv067/index.m3u8?proxy=true
1905电影网（国内）[1080p],http://8.138.7.223/tv/1905.php?id=LIVEOYY31H24H48NE
寰宇财经[1080p],http://211.23.125.95:50007/li-4gtv-4gtv158/index.m3u8?proxy=true
大爱二[1080p],http://211.23.125.95:50007/4gtv-live106/index.m3u8?proxy=true
无线娱乐[720p],http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
天映[540p],http://php.jdshipin.com/smt.php?id=Celestial
三立综合合[1080p],http://211.23.125.95:50007/4gtv-live207/index.m3u8?proxy=true
戏剧免费看1[1080p],http://211.23.125.95:50007/4gtv-live010/index.m3u8?proxy=true
影迷数位纪实[1080p],http://211.23.125.95:50007/li-litv-ftv15/index.m3u8?proxy=true
影迷数位纪实[1080p],http://211.23.125.95:50007/litv-ftv15/index.m3u8?proxy=true
寰宇财经[1080p],http://211.23.125.95:50007/of-4gtv-4gtv158/index.m3u8?proxy=true
美亚电影国流[1080p],http://bxtv.3a.ink/api.php?id=meiya
TVBS精采[1080p],http://gkb.vigosee.com:50007/li-4gtv-4gtv067/index.m3u8?proxy=true
TVBS精采[1080p],http://gkb.vigosee.com:50007/4gtv-4gtv067/index.m3u8?proxy=true
TVBS台剧[1080p],http://gkb.vigosee.com:50007/4gtv-live088/index.m3u8?proxy=true
TVBS综艺[1080p],http://gkb.vigosee.com:50007/4gtv-live087/index.m3u8?proxy=true
TVBS精采[1080p],http://m-star.direct.quickconnect.to:7531/li-4gtv-4gtv067/index.m3u8?proxy=true
寰宇财经[1080p],http://m-star.direct.quickconnect.to:7531/li-4gtv-4gtv158/index.m3u8?proxy=true
龙华洋片[1080p],http://m-star.direct.quickconnect.to:7531/li-litv-longturn02/index.m3u8?proxy=true
TVBS综艺[1080p],http://m-star.direct.quickconnect.to:7531/4gtv-live087/index.m3u8?proxy=true
三立综合合[1080p],http://m-star.direct.quickconnect.to:7531/4gtv-live207/index.m3u8?proxy=true
龙华洋片[1080p],http://gkb.vigosee.com:50007/li-litv-longturn02/index.m3u8?proxy=true
寰宇财经[1080p],http://gkb.vigosee.com:50007/li-4gtv-4gtv158/index.m3u8?proxy=true
大爱二[1080p],http://gkb.vigosee.com:50007/4gtv-live106/index.m3u8?proxy=true
影迷数位纪实[1080p],http://gkb.vigosee.com:50007/litv-ftv15/index.m3u8?proxy=true
三立综合合[1080p],http://gkb.vigosee.com:50007/4gtv-live207/index.m3u8?proxy=true
影迷数位纪实[1080p],http://gkb.vigosee.com:50007/li-litv-ftv15/index.m3u8?proxy=true
戏剧免费看1[1080p],http://gkb.vigosee.com:50007/4gtv-live010/index.m3u8?proxy=true
龙华洋片[1080p],http://210.61.15.55:50007/litv-longturn02/index.m3u8?proxy=true
寰宇财经[1080p],http://m-star.direct.quickconnect.to:7531/of-4gtv-4gtv158/index.m3u8?proxy=true
影迷数位纪实[1080p],http://m-star.direct.quickconnect.to:7531/li-litv-ftv15/index.m3u8?proxy=true
TVBS台剧[1080p],http://m-star.direct.quickconnect.to:7531/4gtv-live088/index.m3u8?proxy=true
TVBS精采[1080p],http://m-star.direct.quickconnect.to:7531/4gtv-4gtv067/index.m3u8?proxy=true
影迷数位纪实[1080p],http://m-star.direct.quickconnect.to:7531/litv-ftv15/index.m3u8?proxy=true
TVBS精采[1080p],http://nmk.ioapk.com:5050/4gtv-4gtv067/index.m3u8?proxy=true
寰宇财经[1080p],http://gkb.vigosee.com:50007/of-4gtv-4gtv158/index.m3u8?proxy=true
龙华洋片[1080p],http://gkb.vigosee.com:50007/litv-longturn02/index.m3u8?proxy=true
靖天卡通[720p],http://php.666230.xyz/smt.php?id=jingtiancartoon_twn
龙华偶像[720p],http://php.666230.xyz/smt.php?id=lunghuaidol_twn
纬来综合[1080p],http://php.666230.xyz/smt.php?id=videolandzonghe
纬来日本[1080p],http://php.666230.xyz/smt.php?id=videolandjapan
龙祥时代[1080p],http://php.666230.xyz/smt.php?id=lungxiangtime_twn
AXNTaiwan[1080p],http://smart.cityq.xyz:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
纬来电影[1080p],http://php.666230.xyz/smt.php?id=videolandmovie
台视综合[1080p],http://php.666230.xyz/smt.php?id=ttvzhonghe
TVBS欢乐台备份[1080p],http://smart.cityq.xyz:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
八大第一GTVFirst[1080p],http://smart.cityq.xyz:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
靖天卡通[720p],http://smart.cityq.xyz:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
大爱1[720p],http://smart.cityq.xyz:8278/daai_twn/playlist.m3u8?tid=ME5E3594665135946651&ct=19249&tsum=1628ac38fd6a79879fccae39de8e845b
八大戏剧GTVDrama[1080p],http://smart.cityq.xyz:8278/badadrama/playlist.m3u8?tid=MBCB2433143824331438&ct=19254&tsum=51660c351b3991d81434e43bd1ab720e
龙华偶像[720p],http://smart.cityq.xyz:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
翡翠台[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
翡翠台版[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1
TVBJ2[1080p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
美亚电影国[720p],http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
凤凰香港[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
无线新闻[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线华丽[576p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线明珠[720p],https://smt.1678520.xyz/smt3.2.1.php?id=pearl_twn
无线娱乐[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment
无线千禧[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
天映[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映[540p],http://php.jdshipin.com:8880/smt.php?id=Celestial
天映CM+[540p],http://php.jdshipin.com:8880/smt.php?id=Aodhd
翡翠台[1080p],http://api.kkitv.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8
凤凰卫视[1080p],http://api.kkitv.itv888.vip:8080/streams/vny1wblsnch/index.m3u8
翡翠台backup[720p],http://api.kkitv.itv888.vip:8080/streams/jutaw8wu0j9/index.m3u8
凤凰资讯[1080p],http://api.kkitv.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8
凤凰香港[720p],http://api.kkitv.itv888.vip:8080/streams/mty4v56ud39/index.m3u8
无线新闻[1080p],http://api.kkitv.itv888.vip:8080/streams/o0ey7z1y0y/index.m3u8
无线明珠[720p],https://smt.1789.dpdns.org/smt3.2.1.php?id=pearl_twn
凤凰香港[1080p],https://cdn6.101.qzz.io/163189/fhhk
凤凰资讯[1080p],https://cdn6.101.qzz.io/163189/fhzx
凤凰中文[1080p],https://cdn6.101.qzz.io/163189/fhzw
无线翡翠[1080p],https://cdn6.101.qzz.io/163189/fct
珍珠台[720p],http://api.kkitv.itv888.vip:8080/streams/qi0oiujn7hh/index.m3u8
翡翠台4K[2160p],https://cdn6.163189.xyz/163189/fct4k
番薯111[1080p],http://61.216.67.119:1935/TWHG/E1/playlist.m3u8
无线千禧[540p],https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森超视[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
三立新闻[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
无线千禧[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
无线新闻[1080p],https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB无线新闻[1080p],http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
天映[540p],https://cdn9.163189.xyz/smt1.1.php?id=Celestial
天映[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
无线娱乐[540p],https://cdn9.163189.xyz/smt1.1.php?id=Tvbentertainment
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
凤凰香港[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
无线娱乐[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40
三立台湾[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
翡翠台[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
凤凰中文[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
人间卫视[720p],http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8
TVB明珠[720p],http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
无线明珠[720p],https://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
无线明珠[720p],https://cdn9.163189.xyz/smt3.1.1.php?id=pearl_twn
龙华偶像[1080p],http://cdn8.163189.xyz/163189/lhox
龙华偶像[1080p],https://cdn8.163189.xyz/163189/lhox
龙华卡通[720p],http://cdn8.163189.xyz/163189/lhkt
戏剧免费看1[1080p],http://m-star.direct.quickconnect.to:7531/4gtv-live010/index.m3u8?proxy=true
龙华日韩[1080p],https://cdn8.163189.xyz/163189/lhrh
龙华洋片[1080p],http://cdn8.163189.xyz/163189/lhyp
龙华经典[1080p],http://cdn8.163189.xyz/163189/lhjd
翡翠台4K[2160p],https://o11.163189.xyz/stream/tvb/fct4k/
无线新闻[1080p],https://cdn6.101.qzz.io/163189/wxxw
TVB翡翠[720p],http://php.jdshipin.com/TVOD/iptv.php?id=fct
美亚电影[720p],http://php.jdshipin.com/PLTV/iptv.php?id=meiya
美亚电影[720p],https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
美亚电影[720p],http://php.jdshipin.com/TVOD/iptv.php?id=meiya
无线新闻[1080p],http://hls.168.us.kg/u/83/master.m3u8
翡翠台[1080p],http://hls.168.us.kg/u/81/master.m3u8
TVB娱乐新闻[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
TVB翡翠[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB星河[720p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
凤凰中文[1080p],https://cdn6.163189.xyz/163189/fhzw
凤凰中文[1080p],http://r.jdshipin.com/cCCzW
凤凰香港[1080p],http://r.jdshipin.com/yDoTN
凤凰资讯[1080p],http://r.jdshipin.com/0Rp07
无线新闻[1080p],http://r.jdshipin.com/CkuBd
CCTV6[1080p],http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0
凤凰中文[1080p],http://cdn6.163189.xyz/163189/fhzw
TVB星河[720p],http://r.jdshipin.com/Voac4
TVB星河[720p],http://r.jdshipin.com/sXuuD
凤凰资讯[1080p],http://cdn6.163189.xyz/163189/fhzx
TVB翡翠[720p],http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台[1080p],http://r.jdshipin.com/qrfbg
翡翠台[2160p],http://r.jdshipin.com/n90gt
凤凰香港[1080p],http://cdn6.163189.xyz/163189/fhhk
台视综合[1080p],http://iptv.4666888.xyz/iptv2A.php?id=51
TVBJ1[1080p],http://iptv.4666888.xyz/iptv2A.php?id=26
纬来电影[818p],http://iptv.4666888.xyz/iptv2A.php?id=40
美亚电影[1080p],http://iptv.4666888.xyz/iptv2A.php?id=30
翡翠台[1080p],http://r.jdshipin.com/62WM7
TVB1[1080p],http://iptv.4666888.xyz/iptv2A.php?id=25
西安戏剧影视[1080p],https://xatv-yt.xiancity.cn/live/4/index.m3u8
TVBJ1[720p],https://stream1.freetv.fun/fei-cui-tai-bei-mei-ban-1.ctv
三立新闻[720p],https://stream1.freetv.fun/san-li-xin-wen-3.m3u8
易中天[1012p],http://live.nctv.top/huya.php?id=11602032
TVB剧场[720p],http://yp.qqqtv.top/1/api.php?id=TVB%E5%89%A7%E5%9C%BA&auth=666858
翡翠台「字幕」[1080p],https://mytv.cdn.loc.cc/o12.php?id=fct
TVB千禧经典[540p],http://php.jdshipin.com/smt.php?id=Tvbclassic
无线新闻台源2[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
中视[1080p],https://stream1.freetv.fun/zhong-shi-10.m3u8
中视[1080p],https://stream1.freetv.fun/zhong-shi-19.m3u8
中视[1080p],https://stream1.freetv.fun/zhong-shi-5.m3u8
中视[1080p],https://stream1.freetv.fun/zhong-shi-21.m3u8
台视[1080p],https://stream1.freetv.fun/tai-shi-12.m3u8
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-8.m3u8
台视财经[1080p],https://stream1.freetv.fun/tai-shi-cai-jing-3.m3u8
台视财经[1080p],https://stream1.freetv.fun/tai-shi-cai-jing-5.m3u8
台视财经[1080p],https://stream1.freetv.fun/tai-shi-cai-jing-7.m3u8
